id,code,title,lecture_hours,lab_hours,credits,department_id,type,description,prerequisites
1188,STAT 310,Regression Analysis,3,0,3,41,Undergraduate,"Simple linear regression: The least squares method, parameter estimation, confidence intervals, tests of hypotheses and model adequacy checking. Multiple linear regression, including estimation of parameters, confidence intervals, tests of hypotheses and prediction. Model adequacy checking and multicollinearity. Polynomial regression. Variable selection and model building.",
1189,STAT 319,Probability and Statistics for Engineers and Scientists,3,1,3,41,Undergraduate,"Presentation and interpretation of data, elementary probability concepts, random variables and probability distributions, binomial, Poisson, exponential, Weibull, normal and lognormal random variables. Estimation, tests of hypotheses for the one sample problem. Simple and multiple linear regression, application to engineering problems. Laboratory: Problem solving using statistics software.",
1190,STAT 320,Statistical Quality Control,3,0,3,41,Undergraduate,How control charts work. Control chart methods for attributes and variables. Process control chart techniques. Process-capability analysis. Acceptance-sampling by attributes and variables.,
1191,STAT 325,Nonparametric Statistical Methods,3,0,3,41,Undergraduate,"One sample problem, the sign, and Wilcoxon signed rank tests. Two-Sample problem, Wilcoxon rank sum and Mann-Whitney tests. Kruskal-Wallis test for one-way layout. Friedman test for randomized block design. Run test for randomness. Goodness of fit tests.",
1192,STAT 342,Applied Statistics,3,0,3,41,Undergraduate,"Review for descriptive statistics, estimation, and testing hypotheses. Simple linear regression. One way analysis of variance. Multiple regression. Randomized block designs. Factorial experiments. Random and mixed effect models.",
1193,STAT 355,Demographic Methods,3,0,3,41,Undergraduate,Scope of demography. Vital events. Demographic survey. History of world population and distribution. Demographic transition. Fertility and its measures. Mortality and its measures. Direct and indirect standardization. The life table. Construction of a life table. Stationary population. Stable population. Migration. Theories of migration. Consequences of migration. Population estimates and projections.,
1194,STAT 361,Operations Research I,3,0,3,41,Undergraduate,"Problem solving and decision making. Linear programming: formulation, the graphical method, the simplex method, sensitivity analysis, and duality. Transportation and assignment problem. Integer programming. Project scheduling PERT/CPM.",
1195,STAT 365,Data Collection and Sampling Methods,3,0,3,41,Undergraduate,"Concept of data collection. Sample surveys, finite and infinite populations, execution and analysis of samples. Basic sampling designs: simple, stratified, systematic, cluster, two-stage cluster. Methods of estimation of population means, proportions, totals, sizes, variances, standard errors, ratio, and regression.",
1196,STAT 375,Categorical Data Analysis,3,0,3,41,Undergraduate,"2x2 contingency tables, two-way contingency tables, three-way and higher dimensional contingency tables. Loglinear models for contingency tables. Logistic regression. Building and applying loglinear models.",
1197,STAT 399,Summer Training,0,0,2,41,Undergraduate,Students are required to spend one summer working in industry prior to the term in which they expect to graduate. Students are required to submit a report and make a presentation on their summer training experience and the knowledge gained.,
1198,STAT 413,Statistical Modeling,3,0,3,41,Undergraduate,"Simple and Multiple Linear Regression, Polynomial Regression, Splines; Generalized Additive Models; Hierarchical and Mixed Effects Models; Bayesian Modeling; Logistic Regression, Generalized Linear Models, Discriminant Analysis; Model Selection.",
1199,STAT 415,Stochastic Processes,3,0,3,41,Undergraduate,Basic classes of Stochastic processes. Poisson and renewal processes with applications in simple queuing systems. Discrete and continuous time Markov chains. Birth-Death and Yule processes. Branching models of population growth and physical processes.,
